"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"서울특별시 동작구 사당제3동(1159064000)","23,682","23,682","1,701","1,570","2,938","3,622","3,580","3,518","3,472","2,277","912","90","2","11,439","11,439","864","813","1,380","1,721","1,818","1,708","1,624","1,053","423","34","1","12,243","12,243","837","757","1,558","1,901","1,762","1,810","1,848","1,224","489","56","1"
"서울특별시 동작구 사당제4동(1159065000)","13,792","13,792","535","676","2,319","2,357","1,897","1,997","2,055","1,305","571","79","1","6,600","6,600","277","357","1,055","1,224","973","974","920","550","248","22","0","7,192","7,192","258","319","1,264","1,133","924","1,023","1,135","755","323","57","1"
"서울특별시 동작구 사당제5동(1159065100)","14,121","14,121","844","883","1,953","2,539","2,143","2,161","1,915","1,114","498","67","4","6,743","6,743","423","463","884","1,258","1,089","1,049","876","468","214","18","1","7,378","7,378","421","420","1,069","1,281","1,054","1,112","1,039","646","284","49","3"
"서울특별시 동작구 대방동(1159066000)","35,690","35,690","1,603","3,558","6,075","4,943","5,549","5,759","4,222","2,560","1,221","194","6","16,800","16,800","831","1,699","2,719","2,446","2,629","2,880","1,975","1,073","482","65","1","18,890","18,890","772","1,859","3,356","2,497","2,920","2,879","2,247","1,487","739","129","5"
"서울특별시 동작구 신대방제1동(1159067000)","23,228","23,228","1,236","2,192","3,314","3,114","3,538","3,874","3,199","1,794","847","119","1","11,135","11,135","639","1,056","1,578","1,543","1,689","1,915","1,517","797","365","36","0","12,093","12,093","597","1,136","1,736","1,571","1,849","1,959","1,682","997","482","83","1"
"서울특별시 동작구 신대방제2동(1159068000)","22,042","22,042","1,400","1,751","3,661","3,783","3,341","3,177","2,502","1,546","790","86","5","10,567","10,567","724","878","1,682","1,869","1,625","1,557","1,182","674","352","22","2","11,475","11,475","676","873","1,979","1,914","1,716","1,620","1,320","872","438","64","3"
"서울특별시 관악구 (1162000000)","481,958","481,958","15,973","25,100","107,122","88,914","61,136","65,850","60,606","38,003","17,317","1,882","55","242,765","242,765","8,236","12,717","51,918","49,879","32,824","33,714","28,596","16,956","7,397","518","10","239,193","239,193","7,737","12,383","55,204","39,035","28,312","32,136","32,010","21,047","9,920","1,364","45"
"서울특별시 관악구 보라매동(1162052500)","23,652","23,652","884","1,285","4,356","4,135","3,036","3,318","3,400","2,122","988","125","3","11,661","11,661","455","659","2,077","2,306","1,581","1,647","1,550","948","411","26","1","11,991","11,991","429","626","2,279","1,829","1,455","1,671","1,850","1,174","577","99","2"
"서울특별시 관악구 청림동(1162054500)","14,651","14,651","1,012","1,068","1,626","2,346","2,259","2,305","2,016","1,244","674","98","3","7,069","7,069","508","558","818","1,191","1,139","1,119","905","546","256","29","0","7,582","7,582","504","510","808","1,155","1,120","1,186","1,111","698","418","69","3"
"서울특별시 관악구 성현동(1162056500)","28,139","28,139","1,529","2,567","3,565","3,389","4,401","4,808","3,972","2,576","1,210","117","5","13,535","13,535","779","1,321","1,801","1,695","2,171","2,388","1,761","1,112","471","36","0","14,604","14,604","750","1,246","1,764","1,694","2,230","2,420","2,211","1,464","739","81","5"
"서울특별시 관악구 행운동(1162057500)","28,948","28,948","845","1,246","7,613","6,058","3,419","3,398","3,227","2,160","896","84","2","14,011","14,011","425","613","3,360","3,265","1,765","1,710","1,536","927","392","18","0","14,937","14,937","420","633","4,253","2,793","1,654","1,688","1,691","1,233","504","66","2"
"서울특별시 관악구 낙성대동(1162058500)","17,435","17,435","502","828","5,806","3,932","1,845","1,688","1,382","932","471","47","2","8,733","8,733","258","408","2,747","2,158","996","896","666","405","181","18","0","8,702","8,702","244","420","3,059","1,774","849","792","716","527","290","29","2"
"서울특별시 관악구 청룡동(1162059500)","35,940","35,940","996","1,560","11,622","7,459","3,760","3,894","3,338","2,244","956","109","2","17,312","17,312","515","735","5,184","3,961","1,929","1,978","1,569","992","414","34","1","18,628","18,628","481","825","6,438","3,498","1,831","1,916","1,769","1,252","542","75","1"
"서울특별시 관악구 은천동(1162060500)","32,329","32,329","1,539","2,478","5,094","5,047","4,676","4,797","4,407","2,874","1,278","136","3","15,818","15,818","826","1,252","2,408","2,651","2,353","2,420","2,037","1,288","547","36","0","16,511","16,511","713","1,226","2,686","2,396","2,323","2,377","2,370","1,586","731","100","3"
"서울특별시 관악구 중앙동(1162061500)","15,264","15,264","327","533","4,486","3,242","1,655","1,668","1,626","1,121","554","51","1","7,344","7,344","176","254","1,928","1,720","892","832","773","502","252","15","0","7,920","7,920","151","279","2,558","1,522","763","836","853","619","302","36","1"
"서울특별시 관악구 인헌동(1162062500)","25,315","25,315","791","1,290","5,779","4,965","3,126","3,482","2,976","1,919","907","78","2","12,292","12,292","413","676","2,709","2,586","1,626","1,650","1,396","823","388","24","1","13,023","13,023","378","614","3,070","2,379","1,500","1,832","1,580","1,096","519","54","1"
"서울특별시 관악구 남현동(1162063000)","17,762","17,762","695","705","3,812","3,692","2,126","2,400","2,269","1,407","583","72","1","8,606","8,606","358","347","1,764","1,990","1,089","1,112","1,011","632","280","23","0","9,156","9,156","337","358","2,048","1,702","1,037","1,288","1,258","775","303","49","1"
"서울특별시 관악구 서원동(1162064500)","23,123","23,123","471","762","6,497","5,164","2,663","2,676","2,531","1,564","737","58","0","12,136","12,136","241","401","3,313","3,113","1,520","1,317","1,167","728","319","17","0","10,987","10,987","230","361","3,184","2,051","1,143","1,359","1,364","836","418","41","0"
"서울특별시 관악구 신원동(1162065500)","17,598","17,598","368","687","4,167","3,432","2,049","2,322","2,203","1,522","774","70","4","9,051","9,051","186","333","2,130","2,092","1,090","1,227","1,001","652","322","17","1","8,547","8,547","182","354","2,037","1,340","959","1,095","1,202","870","452","53","3"
"서울특별시 관악구 서림동(1162066500)","23,436","23,436","574","953","5,600","4,815","3,131","3,002","2,836","1,668","754","98","5","13,059","13,059","294","480","3,175","3,049","1,886","1,651","1,405","762","335","21","1","10,377","10,377","280","473","2,425","1,766","1,245","1,351","1,431","906","419","77","4"
"서울특별시 관악구 신사동(1162068500)","22,265","22,265","504","910","5,891","4,244","2,526","2,966","2,701","1,659","778","83","3","11,149","11,149","275","478","2,761","2,387","1,346","1,479","1,312","725","364","22","0","11,116","11,116","229","432","3,130","1,857","1,180","1,487","1,389","934","414","61","3"
"서울특별시 관악구 신림동(1162069500)","22,963","22,963","250","443","8,872","6,266","2,492","1,816","1,456","915","419","33","1","12,243","12,243","134","199","4,218","3,783","1,483","1,076","742","399","200","8","1","10,720","10,720","116","244","4,654","2,483","1,009","740","714","516","219","25","0"
"서울특별시 관악구 난향동(1162071500)","14,672","14,672","814","1,355","1,593","1,549","2,469","2,731","2,181","1,354","557","68","1","7,163","7,163","398","697","822","764","1,217","1,407","1,006","606","231","15","0","7,509","7,509","416","658","771","785","1,252","1,324","1,175","748","326","53","1"
"서울특별시 관악구 조원동(1162072500)","19,649","19,649","668","813","4,338","4,491","2,394","2,445","2,420","1,389","614","74","3","9,798","9,798","343","401","1,895","2,405","1,303","1,292","1,191","670","274","24","0","9,851","9,851","325","412","2,443","2,086","1,091","1,153","1,229","719","340","50","3"
"서울특별시 관악구 대학동(1162073500)","24,416","24,416","520","952","6,514","4,995","3,364","3,334","2,570","1,403","690","71","3","14,944","14,944","284","492","3,887","3,450","2,281","2,171","1,384","671","298","25","1","9,472","9,472","236","460","2,627","1,545","1,083","1,163","1,186","732","392","46","2"
"서울특별시 관악구 삼성동(1162074500)","19,845","19,845","600","1,113","2,092","2,178","2,421","3,635","3,994","2,459","1,192","156","5","9,865","9,865","329","597","1,067","1,239","1,307","1,844","1,871","1,093","474","42","2","9,980","9,980","271","516","1,025","939","1,114","1,791","2,123","1,366","718","114","3"
"서울특별시 관악구 미성동(1162076500)","29,381","29,381","1,265","1,980","4,319","4,108","4,007","4,785","4,810","2,840","1,141","123","3","14,391","14,391","639","997","2,114","2,199","2,043","2,320","2,248","1,298","502","30","1","14,990","14,990","626","983","2,205","1,909","1,964","2,465","2,562","1,542","639","93","2"
"서울특별시 관악구 난곡동(1162077500)","25,175","25,175","819","1,572","3,480","3,407","3,317","4,380","4,291","2,631","1,144","131","3","12,585","12,585","400","819","1,740","1,875","1,807","2,178","2,065","1,177","486","38","0","12,590","12,590","419","753","1,740","1,532","1,510","2,202","2,226","1,454","658","93","3"
"서울특별시 서초구 (1165000000)","407,840","407,840","27,447","44,627","49,756","56,932","71,966","65,544","48,209","29,390","12,110","1,792","67","194,116","194,116","14,066","22,538","23,609","26,337","33,304","32,386","22,475","13,340","5,497","551","13","213,724","213,724","13,381","22,089","26,147","30,595","38,662","33,158","25,734","16,050","6,613","1,241","54"
"서울특별시 서초구 서초1동(1165051000)","20,207","20,207","1,105","1,834","2,653","3,303","3,532","3,207","2,426","1,481","573","91","2","9,749","9,749","597","963","1,292","1,562","1,619","1,569","1,167","686","263","29","2","10,458","10,458","508","871","1,361","1,741","1,913","1,638","1,259","795","310","62","0"
"서울특별시 서초구 서초2동(1165052000)","24,682","24,682","1,985","2,280","3,342","4,820","4,571","3,251","2,302","1,468","579","81","3","11,628","11,628","1,007","1,173","1,408","2,174","2,144","1,642","1,081","675","295","28","1","13,054","13,054","978","1,107","1,934","2,646","2,427","1,609","1,221","793","284","53","2"
"서울특별시 서초구 서초3동(1165053000)","32,033","32,033","1,465","2,712","5,253","5,337","4,806","5,184","3,757","2,334","1,026","148","11","15,186","15,186","729","1,526","2,329","2,444","2,192","2,548","1,807","1,098","463","48","2","16,847","16,847","736","1,186","2,924","2,893","2,614","2,636","1,950","1,236","563","100","9"
"서울특별시 서초구 서초4동(1165053100)","30,246","30,246","2,421","4,087","3,419","3,080","5,793","5,268","3,121","2,054","883","119","1","14,761","14,761","1,261","2,121","1,693","1,351","2,697","2,672","1,503","980","441","42","0","15,485","15,485","1,160","1,966","1,726","1,729","3,096","2,596","1,618","1,074","442","77","1"
"서울특별시 서초구 잠원동(1165054000)","26,805","26,805","1,760","3,358","3,259","3,324","4,886","4,887","3,036","1,526","648","115","6","12,924","12,924","911","1,745","1,622","1,516","2,231","2,444","1,466","685","269","33","2","13,881","13,881","849","1,613","1,637","1,808","2,655","2,443","1,570","841","379","82","4"
"서울특별시 서초구 반포본동(1165055000)","223","223","15","26","28","16","43","47","21","21","6","0","0","100","100","6","10","13","7","17","25","10","11","1","0","0","123","123","9","16","15","9","26","22","11","10","5","0","0"
"서울특별시 서초구 반포1동(1165056000)","33,864","33,864","2,901","4,072","3,956","5,008","7,144","4,788","3,182","1,937","765","107","4","16,515","16,515","1,444","2,067","1,859","2,379","3,463","2,578","1,482","881","336","26","0","17,349","17,349","1,457","2,005","2,097","2,629","3,681","2,210","1,700","1,056","429","81","4"
"서울특별시 서초구 반포2동(1165057000)","24,146","24,146","2,310","3,831","2,275","2,276","4,810","3,985","2,353","1,590","631","82","3","11,451","11,451","1,195","1,876","1,070","946","2,128","2,103","1,118","668","323","24","0","12,695","12,695","1,115","1,955","1,205","1,330","2,682","1,882","1,235","922","308","58","3"
"서울특별시 서초구 반포3동(1165058000)","23,820","23,820","1,830","3,277","2,610","2,566","4,400","4,362","2,449","1,524","701","96","5","11,294","11,294","956","1,640","1,295","1,143","1,931","2,201","1,132","681","286","27","2","12,526","12,526","874","1,637","1,315","1,423","2,469","2,161","1,317","843","415","69","3"
"서울특별시 서초구 반포4동(1165058100)","18,574","18,574","1,425","2,101","2,065","2,336","3,265","3,099","2,263","1,403","523","90","4","8,704","8,704","751","1,073","986","1,034","1,464","1,471","1,025","643","229","27","1","9,870","9,870","674","1,028","1,079","1,302","1,801","1,628","1,238","760","294","63","3"
"서울특별시 서초구 방배본동(1165059000)","20,309","20,309","1,180","2,683","2,435","2,213","3,603","3,529","2,416","1,432","708","106","4","9,373","9,373","600","1,226","1,096","990","1,599","1,733","1,148","643","292","46","0","10,936","10,936","580","1,457","1,339","1,223","2,004","1,796","1,268","789","416","60","4"
"서울특별시 서초구 방배1동(1165060000)","16,452","16,452","886","1,295","2,162","2,651","2,691","2,499","2,103","1,463","618","82","2","7,666","7,666","453","674","1,040","1,208","1,212","1,155","950","644","294","35","1","8,786","8,786","433","621","1,122","1,443","1,479","1,344","1,153","819","324","47","1"
"서울특별시 서초구 방배2동(1165061000)","18,038","18,038","914","1,519","2,279","2,670","2,744","2,856","2,643","1,657","657","93","6","8,397","8,397","468","742","1,119","1,228","1,283","1,315","1,167","751","296","27","1","9,641","9,641","446","777","1,160","1,442","1,461","1,541","1,476","906","361","66","5"
"서울특별시 서초구 방배3동(1165062000)","15,760","15,760","1,065","1,608","1,779","1,869","2,496","2,605","2,299","1,407","543","85","4","7,496","7,496","535","795","870","860","1,136","1,252","1,079","681","263","24","1","8,264","8,264","530","813","909","1,009","1,360","1,353","1,220","726","280","61","3"
"서울특별시 서초구 방배4동(1165062100)","22,689","22,689","1,235","2,602","2,802","3,128","4,003","3,746","2,584","1,640","836","110","3","10,272","10,272","605","1,149","1,233","1,407","1,743","1,786","1,209","716","391","33","0","12,417","12,417","630","1,453","1,569","1,721","2,260","1,960","1,375","924","445","77","3"
"서울특별시 서초구 양재1동(1165065100)","41,679","41,679","2,614","4,332","4,636","5,953","6,903","6,404","5,919","3,437","1,255","220","6","19,761","19,761","1,305","2,210","2,274","2,889","3,297","3,056","2,633","1,504","533","60","0","21,918","21,918","1,309","2,122","2,362","3,064","3,606","3,348","3,286","1,933","722","160","6"
"서울특별시 서초구 양재2동(1165065200)","21,202","21,202","950","1,434","3,177","4,083","3,372","3,371","2,774","1,450","527","63","1","10,564","10,564","519","736","1,595","2,130","1,708","1,651","1,332","639","238","16","0","10,638","10,638","431","698","1,582","1,953","1,664","1,720","1,442","811","289","47","1"
"서울특별시 서초구 내곡동(1165066000)","17,111","17,111","1,386","1,576","1,626","2,299","2,904","2,456","2,561","1,566","631","104","2","8,275","8,275","724","812","815","1,069","1,440","1,185","1,166","754","284","26","0","8,836","8,836","662","764","811","1,230","1,464","1,271","1,395","812","347","78","2"
"서울특별시 강남구 (1168000000)","554,280","554,280","34,007","62,846","67,621","80,071","101,066","87,015","64,004","39,820","15,328","2,401","101","265,082","265,082","17,520","32,821","31,836","37,483","46,373","43,470","29,731","18,235","6,916","675","22","289,198","289,198","16,487","30,025","35,785","42,588","54,693","43,545","34,273","21,585","8,412","1,726","79"
